12,1,184
doha,0,6
Computer,1,7
2,5,124,0,1,0,0,0,0
8,7,124,0,2,0,0,0,0
3,2,95,0,1,0,0,0,0
10,5,124,0,2,0,0,0,0
5,2,95,0,1,0,0,0,0
2,3,124,0,2,0,0,0,0
7,2,95,0,1,0,0,0,0
11,6,95,0,2,0,0,0,0
8,3,124,0,1,0,0,0,0
4,5,124,0,2,0,0,0,0
9,2,95,0,1,0,0,0,0
8,1,124,1,2,8,2,0,0
2,9,124,0,2,0,0,0,0
